event_activity,event_timestamp,order,item,delivery,event_id
Payment Reminder,239781,"{""order99""}",{},{},1508
Pick Item,239969,{},"{""item197""}",{},1509
Load Cargo,241599,{},"{""item191"",""item198""}","{""delivery66""}",1510
Pick Item,241813,{},"{""item207""}",{},1511
Pick Item,242017,{},"{""item208""}",{},1512
Pick Item,242107,{},"{""item204""}",{},1513
Pick Item,242716,{},"{""item209""}",{},1514
Pick Item,243377,{},"{""item211""}",{},1515
Load Cargo,243659,{},"{""item207"",""item197""}","{""delivery173""}",1516
Load Cargo,243902,{},"{""item208"",""item204""}","{""delivery159""}",1517
Pick Item,243955,{},"{""item212""}",{},1518
Payment Reminder,244372,"{""order107""}",{},{},1519
Load Cargo,245193,{},"{""item209"",""item211""}","{""delivery95""}",1520
Pick Item,245276,{},"{""item218""}",{},1521
Pick Item,245397,{},"{""item219""}",{},1522
Payment Reminder,245701,"{""order108""}",{},{},1523
Pick Item,245778,{},"{""item217""}",{},1524
Pick Item,246215,{},"{""item221""}",{},1525
Payment Reminder,246265,"{""order109""}",{},{},1526
Pay Order,247020,"{""order110""}",{},{},1527
Pick Item,247036,{},"{""item225""}",{},1528
Load Cargo,247070,{},"{""item212"",""item218""}","{""delivery117""}",1529
Load Cargo,247640,{},"{""item217"",""item219""}","{""delivery76""}",1530
Pay Order,247759,"{""order111""}",{},{},1531
Pick Item,247909,{},"{""item226""}",{},1532
Pay Order,247909,"{""order112""}",{},{},1533
Pick Item,248070,{},"{""item228""}",{},1534
Pick Item,248533,{},"{""item229""}",{},1535
Pick Item,248676,{},"{""item227""}",{},1536
Pick Item,248698,{},"{""item230""}",{},1537
Load Cargo,248852,{},"{""item225"",""item221""}","{""delivery39""}",1538
End Route,249573,{},"{""item319"",""item321""}","{""delivery46""}",1539
Pick Item,249834,{},"{""item235""}",{},1540
Load Cargo,249872,{},"{""item226"",""item228""}","{""delivery195""}",1541
Payment Reminder,250117,"{""order117""}",{},{},1542
Load Cargo,250477,{},"{""item227"",""item229""}","{""delivery100""}",1543
Pick Item,250539,{},"{""item236""}",{},1544
Pay Order,250626,"{""order118""}",{},{},1545
Pick Item,250864,{},"{""item237""}",{},1546
Pick Item,251560,{},"{""item240""}",{},1547
Load Cargo,251653,{},"{""item235"",""item230""}","{""delivery93""}",1548
Pick Item,252102,{},"{""item238""}",{},1549
Pick Item,252394,{},"{""item243""}",{},1550
Load Cargo,252670,{},"{""item236"",""item237""}","{""delivery187""}",1551
Pay Order,252895,"{""order120""}",{},{},1552
Payment Reminder,253380,"{""order122""}",{},{},1553
Pick Item,253603,{},"{""item247""}",{},1554
Load Cargo,253918,{},"{""item240"",""item238""}","{""delivery166""}",1555
Pick Item,254334,{},"{""item248""}",{},1556
Pick Item,254379,{},"{""item249""}",{},1557
Load Cargo,255406,{},"{""item247"",""item243""}","{""delivery114""}",1558
Pick Item,255563,{},"{""item253""}",{},1559
Payment Reminder,255573,"{""order125""}",{},{},1560
Pick Item,255611,{},"{""item250""}",{},1561
Payment Reminder,255780,"{""order126""}",{},{},1562
Load Cargo,256172,{},"{""item249"",""item248""}","{""delivery103""}",1563
Pick Item,256175,{},"{""item255""}",{},1564
Pick Item,256540,{},"{""item254""}",{},1565
Pay Order,257026,"{""order128""}",{},{},1566
Load Cargo,257409,{},"{""item250"",""item253""}","{""delivery119""}",1567
Pay Order,257627,"{""order129""}",{},{},1568
Pick Item,257766,{},"{""item256""}",{},1569
Pick Item,257886,{},"{""item258""}",{},1570
Pick Item,258188,{},"{""item259""}",{},1571
Load Cargo,258353,{},"{""item255"",""item254""}","{""delivery37""}",1572
Pick Item,259556,{},"{""item261""}",{},1573
Pick Item,259559,{},"{""item265""}",{},1574
Pay Order,259601,"{""order132""}",{},{},1575
Load Cargo,259704,{},"{""item258"",""item256""}","{""delivery22""}",1576
Pick Item,260269,{},"{""item268""}",{},1577
Pick Item,260349,{},"{""item267""}",{},1578
Pick Item,260949,{},"{""item271""}",{},1579
Pick Item,261196,{},"{""item269""}",{},1580
Load Cargo,261357,{},"{""item265"",""item259""}","{""delivery193""}",1581
Load Cargo,262017,{},"{""item268"",""item261""}","{""delivery183""}",1582
Pick Item,262038,{},"{""item275""}",{},1583
Pick Item,262155,{},"{""item273""}",{},1584
Pick Item,262370,{},"{""item274""}",{},1585
Payment Reminder,262442,"{""order137""}",{},{},1586
Pick Item,262443,{},"{""item279""}",{},1587
Load Cargo,262850,{},"{""item271"",""item267""}","{""delivery176""}",1588
Pay Order,263300,"{""order139""}",{},{},1589
Pay Order,263658,"{""order140""}",{},{},1590
Load Cargo,263877,{},"{""item275"",""item269""}","{""delivery169""}",1591
Load Cargo,264189,{},"{""item273"",""item274""}","{""delivery163""}",1592
Pay Order,264364,"{""order141""}",{},{},1593
Pick Item,264648,{},"{""item283""}",{},1594
Pick Item,264850,{},"{""item282""}",{},1595
Pay Order,265049,"{""order142""}",{},{},1596
Pick Item,265829,{},"{""item287""}",{},1597
Payment Reminder,265831,"{""order143""}",{},{},1598
Pick Item,266015,{},"{""item284""}",{},1599
Load Cargo,266454,{},"{""item279"",""item283""}","{""delivery121""}",1600
Pay Order,266729,"{""order145""}",{},{},1601
Payment Reminder,266789,"{""order144""}",{},{},1602
Pick Item,266801,{},"{""item288""}",{},1603
Pick Item,267057,{},"{""item289""}",{},1604
Pick Item,267625,{},"{""item291""}",{},1605
Load Cargo,267677,{},"{""item287"",""item282""}","{""delivery136""}",1606
Load Cargo,268633,{},"{""item288"",""item284""}","{""delivery132""}",1607
Pick Item,269027,{},"{""item295""}",{},1608
Payment Reminder,269141,"{""order147""}",{},{},1609
Payment Reminder,269246,"{""order149""}",{},{},1610
Load Cargo,269479,{},"{""item291"",""item289""}","{""delivery188""}",1611
Pay Order,270376,"{""order151""}",{},{},1612
Pick Item,270853,{},"{""item303""}",{},1613
Pick Item,270885,{},"{""item301""}",{},1614
Pick Item,270990,{},"{""item302""}",{},1615
Pay Order,271419,"{""order152""}",{},{},1616
Payment Reminder,271934,"{""order154""}",{},{},1617
Pick Item,272328,{},"{""item311""}",{},1618
Pick Item,272381,{},"{""item306""}",{},1619
Pick Item,272583,{},"{""item309""}",{},1620
Load Cargo,272600,{},"{""item295"",""item303""}","{""delivery197""}",1621
Load Cargo,272811,{},"{""item301"",""item302""}","{""delivery68""}",1622
Pay Order,273479,"{""order155""}",{},{},1623
Pick Item,273657,{},"{""item313""}",{},1624
Pick Item,274083,{},"{""item312""}",{},1625
Load Cargo,274173,{},"{""item311"",""item306""}","{""delivery165""}",1626
Pick Item,274778,{},"{""item314""}",{},1627
Pick Item,275282,{},"{""item315""}",{},1628
Load Cargo,275446,{},"{""item309"",""item313""}","{""delivery62""}",1629
Pick Item,275647,{},"{""item320""}",{},1630
Payment Reminder,275792,"{""order159""}",{},{},1631
Pick Item,275809,{},"{""item317""}",{},1632
Pick Item,276210,{},"{""item323""}",{},1633
Pay Order,276522,"{""order161""}",{},{},1634
Load Cargo,276560,{},"{""item314"",""item312""}","{""delivery184""}",1635
Pick Item,276980,{},"{""item322""}",{},1636
Load Cargo,277513,{},"{""item320"",""item315""}","{""delivery170""}",1637
Pick Item,277546,{},"{""item324""}",{},1638
Load Cargo,278046,{},"{""item323"",""item317""}","{""delivery198""}",1639
Pick Item,278359,{},"{""item327""}",{},1640
Pick Item,278648,{},"{""item329""}",{},1641
Pay Order,279006,"{""order165""}",{},{},1642
Pick Item,279313,{},"{""item331""}",{},1643
Load Cargo,279351,{},"{""item322"",""item324""}","{""delivery148""}",1644
Pick Item,279579,{},"{""item330""}",{},1645
Pick Item,279581,{},"{""item333""}",{},1646
Payment Reminder,279930,"{""order166""}",{},{},1647
Load Cargo,280447,{},"{""item329"",""item327""}","{""delivery152""}",1648
Pick Item,280704,{},"{""item334""}",{},1649
Pick Item,280826,{},"{""item335""}",{},1650
Pick Item,280907,{},"{""item336""}",{},1651
Load Cargo,281390,{},"{""item330"",""item331""}","{""delivery110""}",1652
Pay Order,281431,"{""order168""}",{},{},1653
Load Cargo,282566,{},"{""item333"",""item334""}","{""delivery126""}",1654
Load Cargo,282705,{},"{""item335"",""item336""}","{""delivery190""}",1655
Pick Item,283033,{},"{""item343""}",{},1656
Pick Item,283382,{},"{""item344""}",{},1657
Pay Order,283612,"{""order173""}",{},{},1658
Pick Item,283801,{},"{""item346""}",{},1659
Pick Item,283950,{},"{""item345""}",{},1660
Pick Item,284831,{},"{""item348""}",{},1661
Payment Reminder,285135,"{""order175""}",{},{},1662
Pick Item,285238,{},"{""item355""}",{},1663
Load Cargo,285246,{},"{""item343"",""item344""}","{""delivery178""}",1664
Load Cargo,285774,{},"{""item346"",""item345""}","{""delivery171""}",1665
Pick Item,286060,{},"{""item354""}",{},1666
Pay Order,286537,"{""order177""}",{},{},1667
Pick Item,286770,{},"{""item353""}",{},1668
Payment Reminder,287055,"{""order178""}",{},{},1669
Load Cargo,287091,{},"{""item355"",""item348""}","{""delivery199""}",1670
Pick Item,287113,{},"{""item359""}",{},1671
Pay Order,287790,"{""order179""}",{},{},1672
Pick Item,288404,{},"{""item361""}",{},1673
Load Cargo,288518,{},"{""item353"",""item354""}","{""delivery158""}",1674
Pick Item,289037,{},"{""item365""}",{},1675
Pick Item,289571,{},"{""item366""}",{},1676
Pick Item,289590,{},"{""item367""}",{},1677
Payment Reminder,289935,"{""order182""}",{},{},1678
Load Cargo,290151,{},"{""item359"",""item361""}","{""delivery87""}",1679
Pay Order,290227,"{""order183""}",{},{},1680
Pick Item,290555,{},"{""item368""}",{},1681
Pick Item,291279,{},"{""item370""}",{},1682
Load Cargo,291347,{},"{""item366"",""item365""}","{""delivery149""}",1683
Payment Reminder,291624,"{""order185""}",{},{},1684
Load Cargo,292379,{},"{""item367"",""item368""}","{""delivery52""}",1685
Pick Item,292494,{},"{""item378""}",{},1686
Pick Item,292526,{},"{""item374""}",{},1687
Pay Order,292767,"{""order188""}",{},{},1688
Pick Item,292901,{},"{""item376""}",{},1689
Payment Reminder,292997,"{""order189""}",{},{},1690
Pick Item,293230,{},"{""item381""}",{},1691
Load Cargo,294330,{},"{""item370"",""item374""}","{""delivery59""}",1692
Pick Item,294449,{},"{""item380""}",{},1693
Load Cargo,294687,{},"{""item376"",""item378""}","{""delivery161""}",1694
Payment Reminder,294905,"{""order192""}",{},{},1695
Pay Order,295183,"{""order193""}",{},{},1696
Pick Item,295498,{},"{""item386""}",{},1697
Pick Item,296134,{},"{""item387""}",{},1698
Load Cargo,296263,{},"{""item380"",""item381""}","{""delivery172""}",1699
Payment Reminder,296428,"{""order194""}",{},{},1700
Payment Reminder,296711,"{""order195""}",{},{},1701
Pick Item,296880,{},"{""item391""}",{},1702
Pick Item,297008,{},"{""item388""}",{},1703
Pick Item,297720,{},"{""item392""}",{},1704
Load Cargo,297894,{},"{""item386"",""item387""}","{""delivery179""}",1705
Pick Item,298015,{},"{""item395""}",{},1706
Payment Reminder,298427,"{""order197""}",{},{},1707
Pick Item,298746,{},"{""item394""}",{},1708
Load Cargo,298779,{},"{""item388"",""item391""}","{""delivery104""}",1709
Pick Item,298997,{},"{""item397""}",{},1710
Pay Order,299185,"{""order199""}",{},{},1711
Load Cargo,299799,{},"{""item392"",""item395""}","{""delivery145""}",1712
Load Cargo,300771,{},"{""item394"",""item397""}","{""delivery185""}",1713
Pay Order,361377,"{""order3""}",{},{},1714
Payment Reminder,367784,"{""order13""}",{},{},1715
Payment Reminder,368731,"{""order16""}",{},{},1716
Payment Reminder,368935,"{""order14""}",{},{},1717
Fuel Car,371445,{},{},"{""delivery60""}",1718
Start Route,372906,{},"{""item74"",""item75""}","{""delivery60""}",1719
Fuel Car,374788,{},{},"{""delivery152""}",1720
Pay Order,375096,"{""order26""}",{},{},1721
Fuel Car,375125,{},{},"{""delivery198""}",1722
Fuel Car,375554,{},{},"{""delivery115""}",1723
Fuel Car,375898,{},{},"{""delivery159""}",1724
Start Route,376363,{},"{""item329"",""item327""}","{""delivery152""}",1725
Start Route,376574,{},"{""item323"",""item317""}","{""delivery198""}",1726
Payment Reminder,376715,"{""order27""}",{},{},1727
Start Route,377047,{},"{""item277"",""item272""}","{""delivery115""}",1728
Start Route,377406,{},"{""item208"",""item204""}","{""delivery159""}",1729
Payment Reminder,378479,"{""order31""}",{},{},1730
Payment Reminder,381013,"{""order36""}",{},{},1731
Pay Order,383185,"{""order38""}",{},{},1732
Pay Order,388023,"{""order45""}",{},{},1733
Payment Reminder,389175,"{""order49""}",{},{},1734
Pay Order,390136,"{""order50""}",{},{},1735
End Route,390871,{},"{""item74"",""item75""}","{""delivery60""}",1736
Payment Reminder,392154,"{""order52""}",{},{},1737
Pay Order,392573,"{""order54""}",{},{},1738
End Route,394379,{},"{""item329"",""item327""}","{""delivery152""}",1739
End Route,394490,{},"{""item323"",""item317""}","{""delivery198""}",1740
Payment Reminder,394614,"{""order57""}",{},{},1741
End Route,394980,{},"{""item277"",""item272""}","{""delivery115""}",1742
Payment Reminder,395117,"{""order58""}",{},{},1743
End Route,395545,{},"{""item208"",""item204""}","{""delivery159""}",1744
Pay Order,398827,"{""order66""}",{},{},1745
Payment Reminder,401103,"{""order67""}",{},{},1746
Payment Reminder,401675,"{""order70""}",{},{},1747
Fuel Car,404056,{},{},"{""delivery153""}",1748
Fuel Car,405219,{},{},"{""delivery129""}",1749
Fuel Car,405502,{},{},"{""delivery80""}",1750
Start Route,405570,{},"{""item30"",""item32""}","{""delivery153""}",1751
Fuel Car,406222,{},{},"{""delivery62""}",1752
Start Route,406739,{},"{""item393"",""item390""}","{""delivery129""}",1753
Start Route,406978,{},"{""item205"",""item206""}","{""delivery80""}",1754
Start Route,407711,{},"{""item309"",""item313""}","{""delivery62""}",1755
Pay Order,408308,"{""order80""}",{},{},1756
Payment Reminder,408538,"{""order81""}",{},{},1757
Pay Order,409431,"{""order83""}",{},{},1758
Pay Order,411201,"{""order82""}",{},{},1759
Payment Reminder,414499,"{""order91""}",{},{},1760
Payment Reminder,414740,"{""order89""}",{},{},1761
Payment Reminder,419646,"{""order99""}",{},{},1762
End Route,423702,{},"{""item30"",""item32""}","{""delivery153""}",1763
End Route,424775,{},"{""item393"",""item390""}","{""delivery129""}",1764
Payment Reminder,425001,"{""order107""}",{},{},1765
End Route,425107,{},"{""item205"",""item206""}","{""delivery80""}",1766
Payment Reminder,425678,"{""order108""}",{},{},1767
End Route,425752,{},"{""item309"",""item313""}","{""delivery62""}",1768
Pay Order,425865,"{""order109""}",{},{},1769
Pay Order,429488,"{""order117""}",{},{},1770
Pay Order,433348,"{""order122""}",{},{},1771
Fuel Car,434498,{},{},"{""delivery189""}",1772
Payment Reminder,435472,"{""order126""}",{},{},1773
Start Route,436076,{},"{""item36"",""item34""}","{""delivery189""}",1774
Pay Order,436142,"{""order125""}",{},{},1775
Pay Order,442490,"{""order137""}",{},{},1776
Payment Reminder,446093,"{""order143""}",{},{},1777
Pay Order,446977,"{""order144""}",{},{},1778
Payment Reminder,449381,"{""order147""}",{},{},1779
Payment Reminder,449652,"{""order149""}",{},{},1780
Pay Order,452526,"{""order154""}",{},{},1781
End Route,454032,{},"{""item36"",""item34""}","{""delivery189""}",1782
Payment Reminder,455683,"{""order159""}",{},{},1783
Pay Order,460094,"{""order166""}",{},{},1784
Fuel Car,463244,{},{},"{""delivery38""}",1785
Pay Order,464712,"{""order175""}",{},{},1786
Start Route,464831,{},"{""item125"",""item124""}","{""delivery38""}",1787
Pay Order,466522,"{""order178""}",{},{},1788
Payment Reminder,469960,"{""order182""}",{},{},1789
Pay Order,471727,"{""order185""}",{},{},1790
Pay Order,472560,"{""order189""}",{},{},1791
Payment Reminder,474267,"{""order192""}",{},{},1792
Payment Reminder,475936,"{""order194""}",{},{},1793
Pay Order,476760,"{""order195""}",{},{},1794
Pay Order,478981,"{""order197""}",{},{},1795
End Route,482874,{},"{""item125"",""item124""}","{""delivery38""}",1796
Payment Reminder,547054,"{""order13""}",{},{},1797
Payment Reminder,548166,"{""order16""}",{},{},1798
Pay Order,549438,"{""order14""}",{},{},1799
Payment Reminder,556619,"{""order27""}",{},{},1800
Pay Order,558731,"{""order31""}",{},{},1801
Payment Reminder,561272,"{""order36""}",{},{},1802
Pay Order,569589,"{""order49""}",{},{},1803
Payment Reminder,571912,"{""order52""}",{},{},1804
Payment Reminder,574735,"{""order57""}",{},{},1805
Payment Reminder,575138,"{""order58""}",{},{},1806
Payment Reminder,581098,"{""order70""}",{},{},1807
Payment Reminder,581797,"{""order67""}",{},{},1808
Pay Order,588485,"{""order81""}",{},{},1809
Pay Order,594253,"{""order91""}",{},{},1810
Payment Reminder,595140,"{""order89""}",{},{},1811
Pay Order,599290,"{""order99""}",{},{},1812
Pay Order,604614,"{""order107""}",{},{},1813
Payment Reminder,605606,"{""order108""}",{},{},1814
Pay Order,616005,"{""order126""}",{},{},1815
Fuel Car,620701,{},{},"{""delivery151""}",1816
Start Route,622265,{},"{""item135"",""item138""}","{""delivery151""}",1817
Pay Order,625822,"{""order143""}",{},{},1818
Pay Order,629302,"{""order149""}",{},{},1819
Payment Reminder,629485,"{""order147""}",{},{},1820
Payment Reminder,636102,"{""order159""}",{},{},1821
End Route,640347,{},"{""item135"",""item138""}","{""delivery151""}",1822
Pay Order,649289,"{""order182""}",{},{},1823
Pay Order,654343,"{""order192""}",{},{},1824
Pay Order,655923,"{""order194""}",{},{},1825
Pay Order,726989,"{""order13""}",{},{},1826
Payment Reminder,728515,"{""order16""}",{},{},1827
Pay Order,737078,"{""order27""}",{},{},1828
Payment Reminder,741176,"{""order36""}",{},{},1829
Pay Order,752405,"{""order52""}",{},{},1830
Pay Order,754041,"{""order57""}",{},{},1831
Payment Reminder,754652,"{""order58""}",{},{},1832
Pay Order,760676,"{""order70""}",{},{},1833
Fuel Car,761644,{},{},"{""delivery123""}",1834
Payment Reminder,761651,"{""order67""}",{},{},1835
Start Route,763201,{},"{""item384"",""item389""}","{""delivery123""}",1836
Fuel Car,764383,{},{},"{""delivery132""}",1837
Fuel Car,765094,{},{},"{""delivery139""}",1838
Start Route,765949,{},"{""item288"",""item284""}","{""delivery132""}",1839
Start Route,766613,{},"{""item372"",""item373""}","{""delivery139""}",1840
Pay Order,774986,"{""order89""}",{},{},1841
End Route,781530,{},"{""item384"",""item389""}","{""delivery123""}",1842
End Route,784255,{},"{""item288"",""item284""}","{""delivery132""}",1843
End Route,784626,{},"{""item372"",""item373""}","{""delivery139""}",1844
Payment Reminder,785933,"{""order108""}",{},{},1845
Fuel Car,792459,{},{},"{""delivery40""}",1846
Start Route,794023,{},"{""item69"",""item80""}","{""delivery40""}",1847
Fuel Car,795156,{},{},"{""delivery140""}",1848
Fuel Car,795360,{},{},"{""delivery182""}",1849
Fuel Car,796100,{},{},"{""delivery181""}",1850
Fuel Car,796259,{},{},"{""delivery173""}",1851
Start Route,796703,{},"{""item297"",""item296""}","{""delivery140""}",1852
Start Route,796854,{},"{""item95"",""item97""}","{""delivery182""}",1853
Start Route,797611,{},"{""item184"",""item182""}","{""delivery181""}",1854
Start Route,797814,{},"{""item207"",""item197""}","{""delivery173""}",1855
Pay Order,809062,"{""order147""}",{},{},1856
End Route,811959,{},"{""item69"",""item80""}","{""delivery40""}",1857
End Route,814615,{},"{""item95"",""item97""}","{""delivery182""}",1858
End Route,814786,{},"{""item297"",""item296""}","{""delivery140""}",1859
End Route,815533,{},"{""item184"",""item182""}","{""delivery181""}",1860
End Route,816105,{},"{""item207"",""item197""}","{""delivery173""}",1861
Pay Order,817164,"{""order159""}",{},{},1862
Fuel Car,825416,{},{},"{""delivery174""}",1863
Fuel Car,825543,{},{},"{""delivery14""}",1864
Fuel Car,825587,{},{},"{""delivery98""}",1865
Start Route,826923,{},"{""item360"",""item362""}","{""delivery174""}",1866
Start Route,827029,{},"{""item28"",""item27""}","{""delivery14""}",1867
Start Route,827100,{},"{""item246"",""item251""}","{""delivery98""}",1868
End Route,844962,{},"{""item360"",""item362""}","{""delivery174""}",1869
End Route,845019,{},"{""item28"",""item27""}","{""delivery14""}",1870
End Route,845096,{},"{""item246"",""item251""}","{""delivery98""}",1871
Fuel Car,854194,{},{},"{""delivery144""}",1872
Start Route,855734,{},"{""item350"",""item351""}","{""delivery144""}",1873
Fuel Car,855746,{},{},"{""delivery69""}",1874
Fuel Car,855880,{},{},"{""delivery35""}",1875
Start Route,857268,{},"{""item239"",""item234""}","{""delivery69""}",1876
Start Route,857370,{},"{""item117"",""item116""}","{""delivery35""}",1877
End Route,873633,{},"{""item350"",""item351""}","{""delivery144""}",1878
End Route,875358,{},"{""item239"",""item234""}","{""delivery69""}",1879
End Route,875389,{},"{""item117"",""item116""}","{""delivery35""}",1880
Fuel Car,884447,{},{},"{""delivery116""}",1881
Start Route,885937,{},"{""item63"",""item71""}","{""delivery116""}",1882
Fuel Car,886324,{},{},"{""delivery165""}",1883
Start Route,887809,{},"{""item311"",""item306""}","{""delivery165""}",1884
End Route,903776,{},"{""item63"",""item71""}","{""delivery116""}",1885
End Route,906130,{},"{""item311"",""item306""}","{""delivery165""}",1886
Pay Order,908475,"{""order16""}",{},{},1887
Fuel Car,917183,{},{},"{""delivery178""}",1888
Start Route,918719,{},"{""item343"",""item344""}","{""delivery178""}",1889
Payment Reminder,921604,"{""order36""}",{},{},1890
Payment Reminder,935929,"{""order58""}",{},{},1891
End Route,936821,{},"{""item343"",""item344""}","{""delivery178""}",1892
Pay Order,941897,"{""order67""}",{},{},1893
Fuel Car,947545,{},{},"{""delivery32""}",1894
Start Route,949089,{},"{""item88"",""item89""}","{""delivery32""}",1895
Payment Reminder,966108,"{""order108""}",{},{},1896
End Route,967135,{},"{""item88"",""item89""}","{""delivery32""}",1897
Fuel Car,978102,{},{},"{""delivery82""}",1898
Start Route,979655,{},"{""item189"",""item190""}","{""delivery82""}",1899
End Route,997537,{},"{""item189"",""item190""}","{""delivery82""}",1900
Fuel Car,1011720,{},{},"{""delivery55""}",1901
Start Route,1013243,{},"{""item252"",""item257""}","{""delivery55""}",1902
End Route,1031235,{},"{""item252"",""item257""}","{""delivery55""}",1903
Pay Order,1101225,"{""order36""}",{},{},1904
Payment Reminder,1116292,"{""order58""}",{},{},1905
Pay Order,1146182,"{""order108""}",{},{},1906
Fuel Car,1155248,{},{},"{""delivery45""}",1907
Start Route,1156747,{},"{""item87"",""item86""}","{""delivery45""}",1908
End Route,1174859,{},"{""item87"",""item86""}","{""delivery45""}",1909
Fuel Car,1183655,{},{},"{""delivery22""}",1910
Start Route,1185144,{},"{""item258"",""item256""}","{""delivery22""}",1911
Fuel Car,1186512,{},{},"{""delivery41""}",1912
Fuel Car,1187715,{},{},"{""delivery5""}",1913
Start Route,1188043,{},"{""item90"",""item93""}","{""delivery41""}",1914
Start Route,1189231,{},"{""item16"",""item15""}","{""delivery5""}",1915
End Route,1203168,{},"{""item258"",""item256""}","{""delivery22""}",1916
End Route,1206015,{},"{""item90"",""item93""}","{""delivery41""}",1917
End Route,1207095,{},"{""item16"",""item15""}","{""delivery5""}",1918
Fuel Car,1215124,{},{},"{""delivery157""}",1919
Start Route,1216664,{},"{""item153"",""item151""}","{""delivery157""}",1920
Fuel Car,1217909,{},{},"{""delivery84""}",1921
Start Route,1219475,{},"{""item7"",""item6""}","{""delivery84""}",1922
End Route,1234891,{},"{""item153"",""item151""}","{""delivery157""}",1923
End Route,1237526,{},"{""item7"",""item6""}","{""delivery84""}",1924
Fuel Car,1245537,{},{},"{""delivery188""}",1925
Start Route,1247072,{},"{""item291"",""item289""}","{""delivery188""}",1926
Fuel Car,1248374,{},{},"{""delivery9""}",1927
Start Route,1249858,{},"{""item146"",""item142""}","{""delivery9""}",1928
End Route,1265266,{},"{""item291"",""item289""}","{""delivery188""}",1929
End Route,1267948,{},"{""item146"",""item142""}","{""delivery9""}",1930
Fuel Car,1274693,{},{},"{""delivery187""}",1931
Fuel Car,1275925,{},{},"{""delivery21""}",1932
Start Route,1276191,{},"{""item236"",""item237""}","{""delivery187""}",1933
Start Route,1277489,{},"{""item55"",""item54""}","{""delivery21""}",1934
Fuel Car,1278795,{},{},"{""delivery156""}",1935
Start Route,1280285,{},"{""item122"",""item132""}","{""delivery156""}",1936
End Route,1294130,{},"{""item236"",""item237""}","{""delivery187""}",1937
End Route,1295484,{},"{""item55"",""item54""}","{""delivery21""}",1938
Pay Order,1295899,"{""order58""}",{},{},1939
End Route,1298318,{},"{""item122"",""item132""}","{""delivery156""}",1940
Fuel Car,1305089,{},{},"{""delivery8""}",1941
Start Route,1306550,{},"{""item49"",""item48""}","{""delivery8""}",1942
End Route,1324844,{},"{""item49"",""item48""}","{""delivery8""}",1943
Fuel Car,1368365,{},{},"{""delivery71""}",1944
Start Route,1369881,{},"{""item120"",""item121""}","{""delivery71""}",1945
End Route,1387670,{},"{""item120"",""item121""}","{""delivery71""}",1946
Fuel Car,1398484,{},{},"{""delivery75""}",1947
Start Route,1400059,{},"{""item352"",""item356""}","{""delivery75""}",1948
Fuel Car,1402049,{},{},"{""delivery199""}",1949
Start Route,1403568,{},"{""item355"",""item348""}","{""delivery199""}",1950
End Route,1417962,{},"{""item352"",""item356""}","{""delivery75""}",1951
End Route,1421828,{},"{""item355"",""item348""}","{""delivery199""}",1952
Fuel Car,1545843,{},{},"{""delivery13""}",1953
Start Route,1547425,{},"{""item285"",""item286""}","{""delivery13""}",1954
End Route,1565217,{},"{""item285"",""item286""}","{""delivery13""}",1955
Fuel Car,1574629,{},{},"{""delivery76""}",1956
Fuel Car,1575904,{},{},"{""delivery70""}",1957
Fuel Car,1575967,{},{},"{""delivery130""}",1958
Start Route,1576118,{},"{""item217"",""item219""}","{""delivery76""}",1959
Start Route,1577413,{},"{""item242"",""item241""}","{""delivery70""}",1960
Start Route,1577442,{},"{""item47"",""item50""}","{""delivery130""}",1961
End Route,1593890,{},"{""item217"",""item219""}","{""delivery76""}",1962
End Route,1595279,{},"{""item47"",""item50""}","{""delivery130""}",1963
End Route,1595442,{},"{""item242"",""item241""}","{""delivery70""}",1964
Fuel Car,1604519,{},{},"{""delivery97""}",1965
Fuel Car,1604994,{},{},"{""delivery131""}",1966
Start Route,1606023,{},"{""item300"",""item304""}","{""delivery97""}",1967
Fuel Car,1606100,{},{},"{""delivery24""}",1968
Start Route,1606530,{},"{""item281"",""item280""}","{""delivery131""}",1969
Start Route,1607674,{},"{""item62"",""item60""}","{""delivery24""}",1970
End Route,1623824,{},"{""item300"",""item304""}","{""delivery97""}",1971
End Route,1624402,{},"{""item281"",""item280""}","{""delivery131""}",1972
End Route,1625874,{},"{""item62"",""item60""}","{""delivery24""}",1973
Fuel Car,1634531,{},{},"{""delivery77""}",1974
Fuel Car,1635316,{},{},"{""delivery166""}",1975
Start Route,1636045,{},"{""item154"",""item157""}","{""delivery77""}",1976
Fuel Car,1636740,{},{},"{""delivery36""}",1977
Start Route,1636818,{},"{""item240"",""item238""}","{""delivery166""}",1978
Start Route,1638255,{},"{""item128"",""item129""}","{""delivery36""}",1979
End Route,1654145,{},"{""item154"",""item157""}","{""delivery77""}",1980
End Route,1655106,{},"{""item240"",""item238""}","{""delivery166""}",1981
End Route,1656211,{},"{""item128"",""item129""}","{""delivery36""}",1982
Fuel Car,1665714,{},{},"{""delivery92""}",1983
Start Route,1667271,{},"{""item232"",""item233""}","{""delivery92""}",1984
Fuel Car,1669515,{},{},"{""delivery83""}",1985
Start Route,1671068,{},"{""item307"",""item305""}","{""delivery83""}",1986
End Route,1685367,{},"{""item232"",""item233""}","{""delivery92""}",1987
End Route,1688956,{},"{""item307"",""item305""}","{""delivery83""}",1988
Fuel Car,1695930,{},{},"{""delivery4""}",1989
Start Route,1697434,{},"{""item99"",""item103""}","{""delivery4""}",1990
